ds_sid,date_sid,store_sid,date_code,store_master_code,store_code,store_name,short_name,channel,store_type,country,region,province,city,address1,address2,address3,latitude,longitude,zip_code,customer_code,customer_name,customer_sort,warehouse_code,warehouse_name,district_manager,pin_code,b1_code,fms_site_code,sit_code,sap_customer_code,area,cluster,open_date,close_date,open_flag,keep_comp,comp_flag,finance_comp,active_flag,source_interface,source_sys,hdetl_date,store_local_name,phone1,phone2,store_no,subchannel,door_type,end_partner,customer_group
20250220003485,45706,3485,2025-02-20 00:00:00,CHN_2787,DSFH_CHN_2787,Baoji Chencang Oulu Outlets FH,2787,FP,FH,Mainland,YY,Shaanxi,Baoji,,,,,,,129,YY-SX,,,,Owen Chen,,,,,0019072178,226.0000,OL,2024-04-27 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Baoji Chencang Oulu Outlets FH,,,,线下,,,
20250220003486,45706,3486,2025-02-20 00:00:00,CHN_2617,DSBH_CHN_2617,Yantai Laizhou Liqun DS BHCC,2617,FP,BH,Mainland,YY,Shandong,Yantai,,,,,,,119,YY-QD,,,,Owen Chen,,,,,0019071674,258.0000,B,2024-07-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Yantai Laizhou Liqun DS BHCC,,,,线下,,,
20250220003487,45706,3487,2025-02-20 00:00:00,CHN_2858,DSBH_CHN_2858,Dalian Zhongshan Galleria SM BHCC EVO,2858,FP,BH,Mainland,North,Liaoning,Dalian,,,,,,,106,HARBIN SEGO,,,,Qing Yan,,,,,0019071683,173.0000,B,2024-05-25 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Dalian Zhongshan Galleria SM BHCC EVO,,,,线下,,,
20250220003488,45706,3488,2025-02-20 00:00:00,CHN_2850,DSFH_CHN_2850,Shenyang Dadong Longzhimeng City Outlets,2850,FP,FH,Mainland,YY,Liaoning,Shenyang,,,,,,,137,YY-SY,,,,Owen Chen,,,,,0019078476,350.0000,OL,2024-03-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Shenyang Dadong Longzhimeng City Outlets,,,,线下,,,
20250220003489,45706,3489,2025-02-20 00:00:00,CHN_2877,DSBH_CHN_2877,Langfang Bazhou Haiyue Plaza SM BHCC EVO,2877,FP,BH,Mainland,YY,Hebei,Langfang,,,,,,,140,YY-SJZ,,,,Owen Chen,,,,,0019081381,142.0000,C,2024-04-24 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Langfang Bazhou Haiyue Plaza SM BHCC EVO,,,,线下,,,
20250220003491,45706,3491,2025-02-20 00:00:00,CHN_2857,DSFH_CHN_2857,Zhengzhou Guancheng Hanghai Rd Chaoji Sports Outlets,2857,FP,FH,Mainland,YY,Henan,Zhengzhou,,,,,,,117,YY-HN,,,,Owen Chen,,,,,0019071678,208.0000,OL,2024-03-30 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Zhengzhou Guancheng Hanghai Rd Chaoji Sports Outlets,,,,线下,,,
20250220003493,45706,3493,2025-02-20 00:00:00,CHN_2829,DSBH_CHN_2829,Xi'an Yanta Livat SM BHCC EVO,2829,FP,BH,Mainland,West,Shaanxi,Xian,陕西省西安市雁塔区西部大道子午大道6号西安荟聚中心 LG1D031号,,,,,,109,SHAANXI 5 RING,,,,Qing Yan,,,,,0019071656,210.0000,B,2024-04-18 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,宜家荟聚安德阿镆,15591822633,,,线下,,,
20250220003494,45706,3494,2025-02-20 00:00:00,CHN_2511,DSBH_CHN_2511,Xi'an Changan Sky Square SM BHCC EVO,2511,FP,BH,Mainland,YY,Shaanxi,Xian,,,,,,,129,YY-SX,,,,Owen Chen,,,,,0019072178,163.0000,B,2024-10-30 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Xi'an Changan Sky Square SM BHCC EVO,,,,线下,,,
20250220003495,45706,3495,2025-02-20 00:00:00,CHN_2702,DSBH_CHN_2702,Beijing Changping Super Hopson SM BHCC EVO,2702,FP,BH,Mainland,North,Beijing,Beijing,,,,,,,136,BJYJYD,,,,Qing Yan,,,,,0019076986,144.0000,C,2024-03-15 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Beijing Changping Super Hopson SM BHCC EVO,,,,线下,,,
20250220003496,45706,3496,2025-02-20 00:00:00,CHN_2855,DSBH_CHN_2855,Langfang Gu'an IGO City Plaza DS BHCC EVO,2855,FP,BH,Mainland,YY,Hebei,Langfang,,,,,,,140,YY-SJZ,,,,Owen Chen,,,,,0019081381,120.0000,C,2024-03-26 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Langfang Gu'an IGO City Plaza DS BHCC EVO,,,,线下,,,
20250220003498,45706,3498,2025-02-20 00:00:00,CHN_2898,DSBH_CHN_2898,Tangshan Lubei Department Store BHCC EVO,2898,FP,BH,Mainland,YY,Hebei,Tangshan,,,,,,,140,YY-SJZ,,,,Owen Chen,,,,,0019081381,101.0000,C,2024-03-29 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Tangshan Lubei Department Store BHCC EVO,,,,线下,,,
20250220003499,45706,3499,2025-02-20 00:00:00,CHN_2876,DSBH_CHN_2876,Leshan Shizhong SAIHO SM BHCC EVO,2876,FP,BH,Mainland,West,Sichuan,Leshan,,,,,,,105,CQ-BLUE RIDGE,,,,Qing Yan,,,,,0019071658,177.0000,B,2024-03-29 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Leshan Shizhong SAIHO SM BHCC EVO,,,,线下,,,
20250220003500,45706,3500,2025-02-20 00:00:00,CHN_2878,DSBH_CHN_2878,Quzhou Kecheng Oriental DS BHCC EVO,2878,FP,BH,Mainland,YY,Zhejiang,Quzhou,,,,,,,142,YY-ZJ,,,,Owen Chen,,,,,0019083050,113.0000,C,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Quzhou Kecheng Oriental DS BHCC EVO,,,,线下,,,
20250220003502,45706,3502,2025-02-20 00:00:00,CHN_2930,DSBH_CHN_2930,Handan Congtai Sunshine Tianhong DS Youth,2930,FP,BH,Mainland,North,Hebei,Handan,,,,,,,135,Ulee,,,,,,,,,0019075766,106.0000,,2024-04-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,邯郸丛台区阳光天鸿广场童装,,,,线下,,,
20250220003503,45706,3503,2025-02-20 00:00:00,CHN_2948,DSBH_CHN_2948,Taiyuan Wanbolin Wuyue SM Youth,2948,FP,BH,Mainland,North,Shanxi,Taiyuan,,,,,,,135,Ulee,,,,,,,,,0019075766,108.0000,,2024-04-19 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,山西太原万柏林区吾悦童装,,,,线下,,,
20250220003504,45706,3504,2025-02-20 00:00:00,CHN_2946,DSBH_CHN_2946,Jinhua Wucheng Jiangnan Intime DS Youth,2946,FP,BH,Mainland,East,Zhejiang,Hangzhou,,,,,,,135,Ulee,,,,,,,,,0019075766,151.0000,,2024-04-20 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,金华江南银泰童装,,,,线下,,,
20250220003505,45706,3505,2025-02-20 00:00:00,CHN_2901,DSBH_CHN_2901,Lianyungang Haizhou Liqun Plaza DS Youth,2901,FP,BH,Mainland,East,Jiangsu,Lianyungang,,,,,,,135,Ulee,,,,,,,,,0019075766,100.0000,,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,连云港海州区利群广场童装,,,,线下,,,
20250220003506,45706,3506,2025-02-20 00:00:00,CHN_2944,DSBH_CHN_2944,Xi'an Weiyang Mix City SM Youth,2944,FP,BH,Mainland,North,Shaanxi,Xian,,,,,,,135,Ulee,,,,,,,,,0019075766,96.0000,,2024-04-19 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,西安未央区万象城童装,,,,线下,,,
20250220003507,45706,3507,2025-02-20 00:00:00,CHN_2866,DSBH_CHN_2866,Suzhou Wuzhong AEON SM BHCC EVO,2866,FP,BH,Mainland,East,Jiangsu,Suzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,205.0000,B,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Suzhou Wuzhong AEON SM BHCC EVO,,,,线下,,,
20250220003508,45706,3508,2025-02-20 00:00:00,CHN_2890,DSBH_CHN_2890,Suzhou Wuzhong SKP SM BHCC EVO,2890,FP,BH,Mainland,East,Jiangsu,Suzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,185.0000,B,2024-04-04 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Suzhou Wuzhong SKP SM BHCC EVO,,,,线下,,,
20250220003509,45706,3509,2025-02-20 00:00:00,CHN_2928,DSBH_CHN_2928,Wuhan Jianghan International Plaza SM BHCC EVO,2928,FP,BH,Mainland,YY,Hubei,Wuhan,,,,,,,138,YY-CS,,,,Owen Chen,,,,,0019081196,150.0000,B,2024-04-16 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Wuhan Jianghan International Plaza SM BHCC EVO,,,,线下,,,
20250220003510,45706,3510,2025-02-20 00:00:00,CHN_2880,DSBH_CHN_2880,Beijing Huairou Jingbei Dashijie DS BHCC EVO,2880,FP,BH,Mainland,North,Beijing,Beijing,,,,,,,136,BJYJYD,,,,Qing Yan,,,,,0019076986,140.0000,C,2024-04-27 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Beijing Huairou Jingbei Dashijie DS BHCC EVO,,,,线下,,,
20250220003511,45706,3511,2025-02-20 00:00:00,CHN_2888,DSBH_CHN_2888,Suzhou Huqiu AEON SM BHCC EVO,2888,FP,BH,Mainland,East,Jiangsu,Suzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,75.0000,C,2024-03-23 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Suzhou Huqiu AEON SM BHCC EVO,,,,线下,,,
20250220003512,45706,3512,2025-02-20 00:00:00,CHN_2897,DSBH_CHN_2897,Kunshan Yushan Garden City SM BHCC EVO,2897,FP,BH,Mainland,East,Jiangsu,Kunshan,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,210.0000,B,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Kunshan Yushan Garden City SM BHCC EVO,,,,线下,,,
20250220003514,45706,3514,2025-02-20 00:00:00,CHN_2914,DSBH_CHN_2914,Taiyuan Wanbolin Wuyue Plaza SM BHCC EVO,2914,FP,BH,Mainland,North,Shanxi,Taiyuan,,,,,,,110,SHANXI MAXSPORT,,,,Qing Yan,,,,,0019071662,184.0000,B,2024-04-26 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Taiyuan Wanbolin Wuyue Plaza SM BHCC EVO,,,,线下,,,
20250220003515,45706,3515,2025-02-20 00:00:00,CHN_2884,DSBH_CHN_2884,Shenzhen Longhua Hold Land SM BHCC EVO,2884,FP,BH,Mainland,YY,Guangdong,Shenzhen,,,,,,,145,YY-GD,,,,Owen Chen,,,,,0019086061,180.0000,B,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Shenzhen Longhua Hold Land SM BHCC EVO,,,,线下,,,
20250220003516,45706,3516,2025-02-20 00:00:00,CHN_2906,DSBH_CHN_2906,Handan Congtai The Mixc SM BHCC EVO,2906,FP,BH,Mainland,YY,Hebei,Handan,,,,,,,140,YY-SJZ,,,,Owen Chen,,,,,0019081381,206.0000,B,2024-04-30 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Handan Congtai The Mixc SM BHCC EVO,,,,线下,,,
20250220003517,45706,3517,2025-02-20 00:00:00,CHN_2927,DSBH_CHN_2927,Suzhou Wujiang Mixc SM BHCC EVO,2927,FP,BH,Mainland,YY,Jiangsu,Suzhou,,,,,,,144,YY-WX,,,,Owen Chen,,,,,0019084326,136.0000,C,2024-05-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Suzhou Wujiang Mixc SM BHCC EVO,,,,线下,,,
20250220003518,45706,3518,2025-02-20 00:00:00,CHN_2896,DSBH_CHN_2896,Kunming Xishan AEGEAN SM BHCC EVO,2896,FP,BH,Mainland,South,Yunnan,Kunming,云南省昆明市西山区广福路488号爱琴海购物公园F1,,,,,,108,KMYDRC,,,,Qing Yan,,,,,0019087569,222.0000,B,2024-04-26 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,昆明广福爱琴海UA专卖店,4008206528,,,线下,,,
20250220003519,45706,3519,2025-02-20 00:00:00,CHN_2899,DSBH_CHN_2899,Chengdu Xindu  Longfor Paradise Walk SM Youth,2899,FP,BH,Mainland,West,Sichuan,Chengdu,,,,,,,135,Ulee,,,,,,,,,0019075766,106.0000,,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,成都新都区锦宸天街童装,,,,线下,,,
20250220003520,45706,3520,2025-02-20 00:00:00,CHN_2972,DSBH_CHN_2972,Wuhan Wuchang Mixc SM Youth,2972,FP,BH,Mainland,West,Hubei,Wuhan,,,,,,,135,Ulee,,,,,,,,,0019075766,80.0000,,2024-05-18 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,武汉武昌区万象城童装,,,,线下,,,
20250220003521,45706,3521,2025-02-20 00:00:00,CHN_2925,DSBH_CHN_2925,Liangshan Xichang Wanda Plaza SM Youth,2925,FP,BH,Mainland,North,Sichuan,Xichang,,,,,,,135,Ulee,,,,,,,,,0019075766,87.0000,,2024-04-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,凉山市西昌万达广场童装,,,,线下,,,
