date_code,year_id,month_id,week_id,store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,sub_channel,material,product_name,key_items,sku,style,division,gender,enduse,silhouette,sub_silhouette,fit_type,qty,lw_qty,lm_qty,amt,lw_amt,lm_amt,season_code,msrp,key_stories,product_line
2025-02-16,2025,202502,202546,UAFH_CHN_1558R,Chongqing Yubei SASSEUR City Outlets,Retail,O&O,FH,Mainland,West,Chongqing,1558,Chongqing,200.0000,OL,FH,1383315-001,UA Rival High Rise Pant,Others,1383315-001-SM,1383315,Apparel,Womens,Sportstyle,Bottoms,Pants,Loose,1,,,299.40000,,,SS24,499.000,,MFO
2025-02-16,2025,202502,202546,DSBH_CHN_1901,Tianjin Hexi Dist. Mix City SM BHCC,SH Sparkling,FP,BH,Mainland,East,Tianjin,1901,Tianjin,316.0000,A,BH,1387905-001,UA Meridian 1/4 Zip,Meridian Top,1387905-001-XL,1387905,Apparel,Mens,Training,Tops,Long-Sleeves,Loose,1,,,699.00000,,,SS25,699.000,,Inline
2025-02-16,2025,202502,202546,DSBH_CHN_1699,Mengzi Nanhu Hui SM,KMYDRC,FP,BH,Mainland,South,Yunnan,1699,Mengzi,220.0000,B,BH,1375447-001,UA Active Hybrid Jkt,Insulated,1375447-001-MD,1375447,Apparel,Mens,Training,Outerwear,Insulated/Down,Loose,1,,,1189.00000,,,FW22,1699.000,,Inline
2025-02-16,2025,202502,202546,UAFH_CHN_0847R,Nanjing Sasseurs Outlet FH,Retail,O&O,FH,Mainland,East_Other,Jiangsu,NJSOL,Nanjing,262.0000,,FH,3028445-201,UA Charged Vantage Lux 2-BRN,L4L FTW MFO,3028445-201-8,3028445,Footwear,Mens,Sportstyle,Performance Sneakers,Visual Cushioning,Regular,1,,1,349.40000,,359.40000,FW24,749.000,,Regional Development (incl. Dome)
2025-02-16,2025,202502,202546,UAFH_CHN_0512,BICESTER VILLAGE SHANGHAI,Retail,O&O,FH,Mainland,East_SH,Shanghai,SHDV,Shanghai,408.0000,,FH,1377043-543,UA OutRun the Storm Jkt-PPL,Qualifier,1377043-543-XL,1377043,Apparel,Womens,Running,Outerwear,Jackets,Fitted,1,,,403.29000,,,SS24,849.000,,Inline
2025-02-16,2025,202502,202546,DSBH_CHN_1503,Shanghai Huangpu New World DS,SH Sparkling,FP,BH,Mainland,East,Shanghai,1503,Shanghai,160.0000,B,BH,1389827-377,Infinity High Strappy-GRN,,1389827-377-M D-DD,1389827,Apparel,Womens,Training,Bras,Sport Bras,Fitted,1,,,549.00000,,,SS25,549.000,,Inline
2025-02-16,2025,202502,202546,0019078206,Tiktok Store,EC,EC,EC-CN,Mainland,,,Tiktok Store,,0.0000,,MarketPlace,1383973-001,Vanish Energy SS-BLK,Others,1383973-001-3XL,1383973,Apparel,Mens,Training,Tops,Short-Sleeves,Loose,2,-1,1,592.00000,-296.00000,219.00000,SS25,349.000,,Inline
2025-02-16,2025,202502,202546,UAFH_CHN_2073,Wuhan Gedian Florentia Outlet FH,Retail,O&O,FH,Mainland,West,Hubei,2073,Wuhan,329.0000,,FH,1374658-012,UA Sportstyle Elite Jogger-GRY,Others,1374658-012-LG,1374658,Apparel,Mens,Sportstyle,Bottoms,Warmup Bottoms,Fitted,1,,,329.40000,,,SS24,799.000,,MFO
2025-02-16,2025,202502,202546,DSFH_CHN_2978,Zhengzhou Erqi Shanshan Outlets FHHT,YY-HN,FP,FH,Mainland,YY,Henan,2978,Zhengzhou,370.0000,OL,FH,1371593-002,PORTER 3-IN-1 JACKET-BLK,3-in-1,1371593-002-MD,1371593,Apparel,Womens,Outdoor,Outerwear,Jackets,Loose,-1,,,-969.00000,,,FW24,1699.000,,Inline
2025-02-16,2025,202502,202546,UAFH_CHN_0574R,Foshan Florentia Village Outlet,Retail,O&O,FH,Mainland,South,Guangdong,0574,Foshan,393.0000,,FH,1387435-025,UA Movement Tapered Pants-3XL,,1387435-025-MD,1387435,Apparel,Mens,Training,Bottoms,Pants,Loose,1,,,479.00000,,,SS25,599.000,,MFO
