date_code,year_id,month_id,week_id,store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,sub_channel,material,product_name,key_items,sku,style,division,gender,enduse,silhouette,sub_silhouette,fit_type,qty,lw_qty,lm_qty,amt,lw_amt,lm_amt,season_code,msrp,key_stories,product_line
2025-02-26,2025,202502,202547,DSBH_CHN_LCSG,Ulee licensing store,Ulee,FP,BH,Mainland,Youth,Zhejiang,LCSG,Hangzhou,0.0000,,BH,234203751-U0015,圆领卫衣,,234203751-U0015-YMD,234203751,服装,女,卫衣,套头卫衣,,,1,,-1,79.00000,,-129.00000,,399.000,,
2025-02-26,2025,202502,202547,7888,EC-JD,EC,EC,EC-CN,Mainland,,,EC-JD,,0.0000,,MarketPlace,6001841-014,Curry Tour SLVS Hoodie,curry BB,6001841-014-XL,6001841,Apparel,Mens,Basketball,Tops,Sleeveless,Loose,1,,,278.00000,,,FW24,499.000,,Inline
2025-02-26,2025,202502,202547,DSBH_CHN_0652,Xuzhou Golden Eagle DS,SH Sparkling,FP,BH,Mainland,East,Jiangsu,0652,Xuzhou,300.0000,B,BH,1387717-001,UA Meridian Strt Leg Pants-BLK/BLK-3XL,Meridian Bottom,1387717-001-XL,1387717,Apparel,Mens,Training,Bottoms,Pants,Loose,1,,,749.00000,,,FW24,749.000,,Inline
2025-02-26,2025,202502,202547,DSBH_CHN_2387,Yuncheng Yanhu Suning Plaza SM BHCC,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,2387,Yuncheng,180.0000,B,BH,1381906-263,UA Studio BP Pro-BRN,Others,1381906-263-OSFM,1381906,Accessories,Womens,Training,Bags,Backpacks,One Size Fits Most,1,,,521.00000,,,FW24,899.000,,Inline
2025-02-26,2025,202502,202547,DSBH_CHN_LCSG,Ulee licensing store,Ulee,FP,BH,Mainland,Youth,Zhejiang,LCSG,Hangzhou,0.0000,,BH,2516666-U0151,复古休闲鞋,,2516666-U0151-1,2516666,服装,中性,休闲鞋,休闲鞋,,,-1,,,-329.00000,,,,599.000,,
2025-02-26,2025,202502,202547,DSBH_CHN_2513,Shuangyashan Jiashan Songjiang International DS BHCC,HARBIN SEGO,FP,BH,Mainland,North,Heilongjiang,2513,Shuangyashan,200.0000,B,BH,6005863-279,APAC W Urban OD Shell Jkt-STN/BLK-LG,,6005863-279-LG,6005863,Apparel,Womens,Sportstyle,Outerwear,Jackets,Loose,1,,,1999.00000,,,SS25,1999.000,,Regional Development (incl. Dome)
2025-02-26,2025,202502,202547,DSBH_CHN_1319,Qingdao Shinan Mix City SM,YY-QD,FP,BH,Mainland,YY,Shandong,1319,Qingdao,503.0000,AA,BH,1389677-348,Unstoppable Woven Sheen Jkt,,1389677-348-LG,1389677,Apparel,Womens,Sportstyle,Tops,Warmup Tops,Loose,1,,,775.00000,,,SS25,899.000,,Inline
2025-02-26,2025,202502,202547,DSBH_CHN_2595,Shenyang heping Taiyuan Street SF BHCC EVO,YY-SY,FP,BH,Mainland,YY,Liaoning,2595,Shenyang,506.0000,AA,BH,1379157-348,Meridian Jacket-GRN,,1379157-348-LG,1379157,Apparel,Womens,Training,Tops,Long-Sleeves,Fitted,1,,,519.00000,,,SS25,799.000,,Inline
2025-02-26,2025,202502,202547,150000041,EC-TMALL,EC,EC,EC-CN,Mainland,,,EC-TMALL,,0.0000,,MarketPlace,3028387-001,UA Jogger-BLK,,3028387-001-11,3028387,Footwear,Mens,Sportstyle,Casual Sneakers,Casual Visual Cushioning,Regular,-1,,,-499.00000,,,FW24,499.000,,
2025-02-26,2025,202502,202547,0019079117,Tiktok Female Store,EC,EC,EC-CN,Mainland,,,Tiktok Female Store,,0.0000,,MarketPlace,1321439-001,UA Forefront Rain Jacket,Rainwear,1321439-001-XXL,1321439,Apparel,Mens,Outdoor,Outerwear,Jackets,Fitted,-1,1,3,-499.00000,499.00000,1167.00000,SS24,649.000,,MFO
2025-02-26,2025,202502,202547,DSBH_CHN_2421,Changzhou Wujin Wuyue SM BHCC,SH Sparkling,FP,BH,Mainland,East,Jiangsu,2421,Changzhou,210.0000,B,BH,1383043-001,UA Unstoppable Flc Trk Jkt-BLK,Unstoppable Fleece,1383043-001-XL,1383043,Apparel,Mens,Sportstyle,Tops,Fleece Tops,Loose,1,,,899.00000,,,FW24,899.000,,Inline
2025-02-26,2025,202502,202547,UAFH_CHN_1843,"Guangzhou Olympic Teemall DS FH ",Retail,O&O,FH,Mainland,South,Guangdong,GZAT,Guangzhou,245.0000,,FH,6007578-114,UA U Easy Step-WHT,,6007578-114-10.5/12,6007578,Footwear,Adult Unisex,Sportstyle,Casual Sneakers,Casual Visual Cushioning,Regular,1,,,359.40000,,,SS25,599.000,,Regional Development (incl. Dome)
2025-02-26,2025,202502,202547,DSBH_CHN_LCSG,Ulee licensing store,Ulee,FP,BH,Mainland,Youth,Zhejiang,LCSG,Hangzhou,0.0000,,BH,242101125-U0002,圆领短袖T恤,,242101125-U0002-YM,242101125,服装,男,短袖T恤,短袖T恤,,,1,,,184.60000,,,,299.000,,
2025-02-26,2025,202502,202547,UAFH_CHN_0648RR,Chengdu Times Outlet,Retail,O&O,FH,Mainland,West,Sichuan,CDOL,Chengdu,494.0000,,FH,6007569-410,APAC EF M SUN Hooded Jacket,,6007569-410-MD,6007569,Apparel,Mens,Training,Tops,Long sleeve,Loose,1,,,352.55000,,,SS25,599.000,,Regional Development (incl. Dome)
2025-02-26,2025,202502,202547,DSFH_CHN_2819,Quzhou Kecheng AEGEAN Outlets FH,SH Sparkling,FP,FH,Mainland,East,Zhejiang,2819,Quzhou,220.0000,OL,FH,1383047-203,UA HW ?Multicolor??BFOS SS,Graphics,1383047-203-SM,1383047,Apparel,Womens,Sportstyle,Tops,Short-Sleeve Graphics,Loose,1,,,209.00000,,,SS24,349.000,,Inline
2025-02-26,2025,202502,202547,DSBH_CHN_1223,Zhengzhou Zhenghong,YY-HN,FP,BH,Mainland,YY,Henan,1223,Zhengzhou,300.0000,A,BH,1387905-001,UA Meridian 1/4 Zip,Meridian Top,1387905-001-LG,1387905,Apparel,Mens,Training,Tops,Long-Sleeves,Loose,1,,,608.00000,,,SS25,699.000,,Inline
2025-02-26,2025,202502,202547,DSBH_CHN_2387,Yuncheng Yanhu Suning Plaza SM BHCC,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,2387,Yuncheng,180.0000,B,BH,1382502-200,UA UNSTOPPABLE 7-PKT SHORT,Unstoppable Woven,1382502-200-34,1382502,Apparel,Mens,Sportstyle,Bottoms,Shorts,No Fit Type,1,,,463.00000,,,SS24,799.000,,Inline
2025-02-26,2025,202502,202547,DSBH_CHN_LCSG,Ulee licensing store,Ulee,FP,BH,Mainland,Youth,Zhejiang,LCSG,Hangzhou,0.0000,,BH,243105359-U0015,羽绒马甲,,243105359-U0015-YL,243105359,服装,男,马甲,马甲,,,4,1,1,696.00000,160.00000,239.00000,,669.000,,
2025-02-26,2025,202502,202547,7888,EC-JD,EC,EC,EC-CN,Mainland,,,EC-JD,,0.0000,,MarketPlace,3026921-100,UA Drive Pro SL Wide,DRIVE,3026921-100-8,3026921,Footwear,Mens,Golf,Cleats,Molded Rubber Cleats,Wide,2,,,1037.10000,,,SS25,1099.000,,Inline
2025-02-26,2025,202502,202547,UAFH_CHN_1508R,Wanning Wangfujing Outlets,Retail,O&O,FH,Mainland,South,Hainan,1508,Wanning,388.0000,,FH,1383412-410,UA Rush Vent LS-3XL,,1383412-410-LG,1383412,Apparel,Mens,Training,Tops,Long-Sleeves,Fitted,2,,,658.80000,,,SS25,549.000,,MFO
