store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,date_code,division,gender,material,product_name,enduse,silhouette,sub_silhouette,fit_type,key_items,key_stories,product_line,stock,intransit,stock_amt,intransit_amt
UAFH_CHN_1276,Changsha Bailian Outlet,Retail,O&O,FH,Mainland,West,Hunan,CSBL,Changsha,588.0000,,2025-03-01,Apparel,Mens,1290261-011,SPORTSTYLE TRICOT JOGGER-GRY,Sportstyle,Bottoms,Pants,Loose,Others,Others,Inline,22,0,13178.0000,0.0000
UAFH_CHN_1899,"Shenzhen Longhua No.8 FH ",Retail,O&O,FH,Mainland,South,Guangdong,SHLH88,Shenzhen,344.0000,,2025-03-01,Apparel,Mens,1290261-011,SPORTSTYLE TRICOT JOGGER-GRY,Sportstyle,Bottoms,Pants,Loose,Others,Others,Inline,42,0,25158.0000,0.0000
DSBH_CHN_0344,Taiyuan Xinghualing Wanda Plaz,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0344,Taiyuan,137.0000,C,2025-03-01,Apparel,Mens,1257471-410,ARMOUR HG LS COMP,Training,Tops,Long-Sleeves,Compression,Others,,Inline,1,0,349.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-03-01,Footwear,Mens,1298306-404,CURRY 4 RETRO,Basketball,Performance Sneakers,Court Performance,Regular,RETRO,Curry,Inline,7,0,9093.0000,0.0000
UAFH_CHN_1490R,Wuhan Bailian Outlets FH,Retail,O&O,FH,Mainland,West,Hubei,1490,Wuhan,482.0000,,2025-03-01,Footwear,Mens,1298306-404,CURRY 4 RETRO,Basketball,Performance Sneakers,Court Performance,Regular,RETRO,Curry,Inline,28,0,36372.0000,0.0000
UAFH_CHN_2607,Taiyuan Tianmei Shanshan Outlets,Retail,O&O,FH,Mainland,North,Shan'xi,2607,Taiyuan,434.0000,,2025-03-01,Apparel,Mens,1302356-012,DFO M Waffle Henley-GRY,Sportstyle,Tops,Long-Sleeves,Loose,Others,,MFO,14,0,5586.0000,0.0000
DSBH_CHN_0199R,Taiyuan Yingze Maoye DS - Relo,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0199,Taiyuan,147.0000,C,2025-03-01,Footwear,Mens,1298306-404,CURRY 4 RETRO,Basketball,Performance Sneakers,Court Performance,Regular,RETRO,Curry,Inline,-1,0,-1299.0000,0.0000
DSBH_CHN_1178,"Yuncheng Yanhu Dist. Dongxing ",SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1178,Yuncheng,200.0000,B,2025-03-01,Apparel,Mens,1305203-420,OUTRUN THE STORM SP PANT-BLU,Running,Bottoms,Pants,Fitted,Qualifier,,Inline,5,0,3745.0000,0.0000
DSBH_CHN_0730,Yining Maoye DS,URUMQI ZH,FP,BH,Mainland,West,Xinjiang,0730,Yining,150.0000,B,2025-03-01,Footwear,Mens,1298306-111,CURRY 4 RETRO,Basketball,Performance Sneakers,Court Performance,Regular,RETRO,,Inline,3,0,3897.0000,0.0000
DSFH_CHN_1559,Kunshan BCL FH,SH Sparkling,FP,FH,Mainland,East,Jiangsu,1559,Kunshan,323.0000,OL,2025-03-01,Footwear,Mens,1298306-404,CURRY 4 RETRO,Basketball,Performance Sneakers,Court Performance,Regular,RETRO,Curry,Inline,12,0,15588.0000,0.0000
UAFH_CHN_1632R,"Jinan Haina Bailian Outlets ",Retail,O&O,FH,Mainland,North,Shandong,JNHN,Jinan,297.0000,,2025-03-01,Apparel,Mens,1290261-011,SPORTSTYLE TRICOT JOGGER-GRY,Sportstyle,Bottoms,Pants,Loose,Others,Others,Inline,20,0,11980.0000,0.0000
UAFH_CHN_0847R,Nanjing Sasseurs Outlet FH,Retail,O&O,FH,Mainland,East_Other,Jiangsu,NJSOL,Nanjing,262.0000,,2025-03-01,Footwear,Mens,1298306-404,CURRY 4 RETRO,Basketball,Performance Sneakers,Court Performance,Regular,RETRO,Curry,Inline,23,0,29877.0000,0.0000
DSBH_CHN_1987,Taiyuan Jinyuan Jinyuanli SM BHCC,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1987,Taiyuan,282.0000,B,2025-03-01,Apparel,Mens,1299186-001,WG Woven Pant,Sportstyle,Bottoms,Warmup Bottoms,Fitted,Others,,Inline,-1,0,-799.0000,0.0000
