store_sid,store_master_code,store_last_code,store_last_name,channel_sid,customer_sid,country,region,province,city,store_type,short_name,space,b1_wh,store_branch_type,ship_to_type,b1_code,store_id,replenishment_arrival_date,location_id,open_date,last_dis_manager,status,hdetl_date,update_date,process_log_id,area,cluster,close_date,sit_code,comp_keep,source_sys,sap_customer_code,store_local_name,address1,address2,phone1,zip,phone2,store_no,subchannel,door_type,end_partner,customer_group
1381,UANTP,UANTP,UAHongKongWFH_UANTP,2,244,Hongkong,,,,,,0.0000,,,,,,,,2010-01-01 00:00:00,,Open,2025-03-03 22:31:23.591963,2025-03-03 14:33:14.289798,-1,0.0000,,9999-12-31 00:00:00,,,Sales_Collect_SPS : uaapac_locationmaster__20250301_alltradingpartners.csv,,,,,,,,,,,,
2129,UAHKG04,UAHKG04,HONG KONG KOWLOON OLYMPIAN CITY,2,244,Hongkong,,,HONG KONG,BH,,0.0000,,,,,,,,2010-01-01 00:00:00,,Open,2025-03-03 22:31:23.591963,2025-03-03 14:33:14.289798,-1,0.0000,,9999-12-31 00:00:00,,,Sales_Collect_SPS : uaapac_locationmaster__20250301_alltradingpartners.csv,,,,,,,,,,,,
2127,UAHKG03,UAHKG03,HONG KONG WAN CHAI,2,244,Hongkong,,,HONG KONG,BH,,0.0000,,,,,,,,2010-01-01 00:00:00,,Open,2025-03-03 22:31:23.591963,2025-03-03 14:33:14.289798,-1,0.0000,,9999-12-31 00:00:00,,,Sales_Collect_SPS : uaapac_locationmaster__20250301_alltradingpartners.csv,,,,,,,,,,,,
2122,UAHKG01,UAHKG01,HONG KONG KWUN TONG  APM SM,2,244,Hongkong,,,HONG KONG,BH,,0.0000,,,,,,,,2010-01-01 00:00:00,,Open,2025-03-03 22:31:23.591963,2025-03-03 14:33:14.289798,-1,0.0000,,9999-12-31 00:00:00,,,Sales_Collect_SPS : uaapac_locationmaster__20250301_alltradingpartners.csv,,,,,,,,,,,,
2128,UAHKG02,UAHKG02,HONG KONG CAUSEWAY BAY SOGO DS,2,244,Hongkong,,,HONG KONG,BH,,0.0000,,,,,,,,2010-01-01 00:00:00,,Open,2025-03-03 22:31:23.591963,2025-03-03 14:33:14.289798,-1,0.0000,,9999-12-31 00:00:00,,,Sales_Collect_SPS : uaapac_locationmaster__20250301_alltradingpartners.csv,,,,,,,,,,,,
2126,UAHKG,UAHKG,UAHongKongWFH_UAHKG,2,244,Hongkong,,,HONG KONG,,,0.0000,,,,,,,,2010-01-01 00:00:00,,Open,2025-03-03 22:31:23.591963,2025-03-03 14:33:14.289798,-1,0.0000,,9999-12-31 00:00:00,,,Sales_Collect_SPS : uaapac_locationmaster__20250301_alltradingpartners.csv,,,,,,,,,,,,
2701,UAHKG06,UAHKG06,HONG KONG TKO POPCORN,2,244,Hongkong,,,,BH,,0.0000,,,,,,,,2010-01-01 00:00:00,,Open,2025-03-03 22:31:23.591963,2025-03-03 14:33:14.289798,-1,0.0000,,9999-12-31 00:00:00,,,Sales_Collect_SPS : uaapac_locationmaster__20250301_alltradingpartners.csv,,,,,,,,,,,,
2218,UAHKG05,UAHKG05,UAHongKongWFH_UAHKG05,2,244,Hongkong,,,,EC,,0.0000,,,,,,,,2010-01-01 00:00:00,,Open,2025-03-03 22:31:23.591963,2025-03-03 14:33:14.289798,-1,0.0000,,9999-12-31 00:00:00,,,Sales_Collect_SPS : uaapac_locationmaster__20250301_alltradingpartners.csv,,,,,,,,,,,,
1317,UAWC,UAWC,UAAPAC_HONGKONG_UAWC,2,132,Hongkong,,,,,,,,,,,,,,2010-01-01 00:00:00,,open,2020-07-21 17:13:37.423,2021-07-19 12:08:45.373,143047,,,2020-12-31 00:00:00,,,SPS,19052856,,,,,,,,,,,
1314,UAAPM,UAAPM,UAAPAC_HONGKONG_UAAPM,2,132,Hongkong,,,,,,,,,,,,,,2010-01-01 00:00:00,,open,2020-07-21 17:13:37.423,2021-07-19 12:08:45.373,143047,,,2020-12-31 00:00:00,,,SPS,19052856,,,,,,,,,,,
