date_code,year_id,month_id,week_id,store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,sub_channel,material,product_name,key_items,sku,style,division,gender,enduse,silhouette,sub_silhouette,fit_type,qty,lw_qty,lm_qty,amt,lw_amt,lm_amt,season_code,msrp,key_stories,product_line
2025-02-21,2025,202502,202546,DSFH_TWN_0975," Taichung Beitun Chongde FH",Retail,FP,FH,Taiwan,APAC,Taiwan,0975,Taichung,510.0000,C,FH,1377436-001,Pjt Rck HW Terry FZ Fam,PROJECT ROCK,1377436-001-MD,1377436,Apparel,Mens,Sportstyle,Tops,Fleece Tops,Loose,1,,,1159.00000,,,SS23,949.000,Project Rock,Inline
2025-02-21,2025,202502,202546,DSFH_TWN_0399,New Taipei Linkou Mitsui FH,Retail,FP,FH,Taiwan,APAC,Taiwan,0399,Taipei,218.9000,C,FH,3024906-001,UA W HOVR Sonic 5,,3024906-001-8.5,3024906,Footwear,Womens,Running,Sneakers,Low,Regular,1,,,2786.00000,,,SS24,999.000,,MFO
2025-02-21,2025,202502,202546,DSBH_TWN_0540,Kaohsiung Xinxing Chungshan SF,Retail,FP,BH,Taiwan,APAC,Taiwan,0540,Kaohsiung,371.1000,C,BH,1385805-432,Vanish Elite Seamless Fde SS,Vanish Elite Seamless,1385805-432-XL,1385805,Apparel,Mens,Training,Tops,Short-Sleeves,Fitted,1,,,1984.00000,,,FW24,549.000,,Inline
2025-02-21,2025,202502,202546,DSFH_TWN_3077,Kaohsiung Skm Park FH,Retail,FP,FH,Taiwan,,Taiwan,3077,Kaohsiung,317.6000,,FH,1365648-001,UA OutRun the STORM Pant,Others,1365648-001-XL,1365648,Apparel,Womens,Running,Bottoms,Pants,Fitted,1,,,991.00000,,,FW22,799.000,,Inline
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1356305-023,UA W SPORTSTYLE LOGO SS,Others,1356305-023-MD,1356305,Apparel,Womens,Sportstyle,Tops,Short-Sleeve Graphics,Loose,7,,,2100.00000,,,,199.000,,
2025-02-21,2025,202502,202546,TWN_UA_COM,UA COM,,FP,EC-TW,Taiwan,,,UA COM,,0.0000,,UA.com,1383188-203,Pjt Rck Ess Fleece Full Zip,Project Rock,1383188-203-XXL,1383188,Apparel,Mens,Sportstyle,Tops,Warmup Tops,Loose,2,,,3403.00000,,,,899.000,,
2025-02-21,2025,202502,202546,DSBH_TWN_0151E,"Taipei Daan Chungxiao SOGO DS  ",Retail,FP,BH,Taiwan,APAC,Taiwan,0151,Taipei,57.9000,C,BH,1386975-001,UA Meridian LS,Meridian Top,1386975-001-MD,1386975,Apparel,Mens,Training,Tops,Long-Sleeves,Loose,1,,,1882.00000,,,SS25,599.000,,Inline
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1382904-273,UA HW LC LOGO REPEAT SS -BRN,,1382904-273-MD,1382904,Apparel,Mens,Training,Tops,Short-Sleeve Graphics,Loose,1,,,683.00000,,,,0.000,,
2025-02-21,2025,202502,202546,DSBH_TWN_0172R,Taichung North Chungyo DS Relocation DS,Retail,FP,BH,Taiwan,APAC,Taiwan,0172,Taichung,114.0000,C,BH,1388927-001,UA Studio Luna Shoulder Bag,,1388927-001-OSFM,1388927,Accessories,Womens,Sportstyle,Bags,Waistpacks,One Size Fits Most,1,,,1185.00000,,,SS25,399.000,,Inline
2025-02-21,2025,202502,202546,DSBH_TWN_0735,Kaohsiung Juejiang Feng Shan SF,Retail,FP,BH,Taiwan,APAC,Taiwan,0735,Kaohsiung,284.4000,C,BH,1377366-433,UA Iso-Chill Verge Polo-BLU,,1377366-433-LG,1377366,Apparel,Mens,Golf,Tops,Short-Sleeve Polos,Loose,1,,,2086.00000,,,FW24,0.000,,Inline
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1380843-012,UA Rival Terry Jogger,Others,1380843-012-LG,1380843,Apparel,Mens,Sportstyle,Bottoms,Warmup Bottoms,Fitted,1,-1,,745.00000,-784.00000,,,499.000,,
2025-02-21,2025,202502,202546,DSBH_TWN_0607,Kaohsiung Zuoying Yucheng SF,Retail,FP,BH,Taiwan,APAC,Taiwan,0607,Kaohsiung,297.6000,C,BH,1386805-600,UA M LIFTING CLUB HWOS SS-RED/BLK-MD,,1386805-600-SM,1386805,Apparel,Mens,Training,Tops,Short-Sleeve Graphics,Loose,1,,,1104.00000,,,FW24,0.000,,Inline
2025-02-21,2025,202502,202546,DSBH_TWN_1801,"Kaohsiung  Mall E Sky Land DS ",Retail,FP,BH,Taiwan,APAC,Taiwan,1801,Kaohsiung,136.1000,C,BH,3026034-001,UA U Rock 3 SL,OTHERS,3026034-001-10/11.5,3026034,Footwear,Adult Unisex,Sportstyle,Sandals,Slides,Regular,1,,,2280.00000,,,SS25,599.000,,Inline
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1369488-504,Motion Ankle Leg,,1369488-504-SM,1369488,Apparel,Womens,Training,Bottoms,Leggings,Fitted,1,,,677.00000,,,,55.000,,
2025-02-21,2025,202502,202546,DSBH_TWN_0630R,Kaohsiung IH Chiancheng Dreammall SM - Relocation DS,Retail,FP,BH,Taiwan,APAC,Taiwan,0630,Kaohsiung,283.1000,C,BH,1383668-100,Vanish Elite Vent SS-3XL,,1383668-100-SM,1383668,Apparel,Mens,Training,Tops,Short-Sleeves,Fitted,1,,,1786.00000,,,SS25,449.000,,Inline
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1383191-001,UA Pjt Rck Brahma Bull SS-BLK,Project Rock,1383191-001-LG,1383191,Apparel,Mens,Sportstyle,Tops,Short-Sleeves,Loose,1,,,506.00000,,,,349.000,,
2025-02-21,2025,202502,202546,DSFH_TWN_0205,Kaohsiung Dashu E-DA FH,Retail,FP,FH,Taiwan,APAC,Taiwan,0205,Kaohsiung,127.9000,C,FH,1373580-001,Pjt Rck Brahma Jkt,Project Rock,1373580-001-MD,1373580,Apparel,Mens,Sportstyle,Tops,Warmup Tops,Loose,1,,,1307.00000,,,FW22,1099.000,,Inline
2025-02-21,2025,202502,202546,DSFH_TWN_0975," Taichung Beitun Chongde FH",Retail,FP,FH,Taiwan,APAC,Taiwan,0975,Taichung,510.0000,C,FH,1383220-001,"UA Pjt Rck Free Graphic ",Project Rock,1383220-001-MD,1383220,Apparel,Mens,Sportstyle,Tops,Short-Sleeves,Loose,1,,,652.00000,,,SS24,399.000,,Inline
2025-02-21,2025,202502,202546,DSFH_TWN_0633,Taichung Houli Lihbao FH,Retail,FP,FH,Taiwan,APAC,Taiwan,0633,Taichung,303.6000,C,FH,1377026-001,UA HIIT Woven 8in Shorts,Others,1377026-001-LG,1377026,Apparel,Mens,Training,Bottoms,Shorts,Fitted,1,,,588.00000,,,SS23,349.000,Others,Inline
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1325616-001,PS HIPSTER 3PACK,Others,1325616-001-MD,1325616,Apparel,Womens,Training,Underwear,Underwear Bottoms,Fitted,2,3,,602.00000,903.00000,,,249.000,,
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1379508-001,UA Rival Fleece Crew,,1379508-001-MD,1379508,Apparel,Womens,Sportstyle,Tops,Fleece Tops,Loose,3,,,1929.00000,,,,0.000,,
2025-02-21,2025,202502,202546,TWN_MOMO,MOMO,,FP,EC-TW,Taiwan,,,MOMO,,0.0000,,MarketPlace,3027262-101,CURRY SPLASH 24 AP-WHT,TEAM,3027262-101-10/11.5,3027262,Footwear,Unisex,Basketball,Performance Sneakers,Court Performance,Wide,1,,,2118.00000,,,,899.000,,
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1379554-100,UA ELEVATED CORE POCKET SS-WHT,,1379554-100-XL,1379554,Apparel,Mens,Training,Tops,Short-Sleeve Graphics,Loose,1,,,437.00000,,,,0.000,,
2025-02-21,2025,202502,202546,DSBH_TWN_0587R,Chaiyi West Chungshan SF,Retail,FP,BH,Taiwan,APAC,Taiwan,0587,Chiayi,157.0000,C,BH,1383878-035,M UA Perf Tech 6in,,1383878-035-LG,1383878,Apparel,Mens,Training,Underwear,Underwear Bottoms,Fitted,1,,,1680.00000,,,SS25,399.000,,Licensed (Non-Uniform)
2025-02-21,2025,202502,202546,DSBH_TWN_0735,Kaohsiung Juejiang Feng Shan SF,Retail,FP,BH,Taiwan,APAC,Taiwan,0735,Kaohsiung,284.4000,C,BH,1378677-418,UA Playoff 3.0 Printed Polo-3XL,Golf Polo-Playoff,1378677-418-XL,1378677,Apparel,Mens,Golf,Tops,Short-Sleeve Polos,Loose,1,,,1876.00000,,,FW24,649.000,,Inline
2025-02-21,2025,202502,202546,DSBH_TWN_0587R,Chaiyi West Chungshan SF,Retail,FP,BH,Taiwan,APAC,Taiwan,0587,Chiayi,157.0000,C,BH,1352028-001,UA UNSTOPPABLE TAPERED PANTS-BLK,Woven,1352028-001-LG,1352028,Apparel,Mens,Sportstyle,Bottoms,Pants,Fitted,1,,1,2831.00000,,2390.00000,SS25,899.000,,Inline
2025-02-21,2025,202502,202546,DSBH_TWN_0587R,Chaiyi West Chungshan SF,Retail,FP,BH,Taiwan,APAC,Taiwan,0587,Chiayi,157.0000,C,BH,1379806-001,UA Unstoppable Flc FZ,Unstoppable Fleece,1379806-001-SM,1379806,Apparel,Mens,Sportstyle,Tops,Fleece Tops,Loose,1,,,3980.00000,,,SS25,899.000,,Inline
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1377561-959,UA OD TILT LOGO SS,,1377561-959-LG,1377561,Apparel,Mens,Outdoor,Tops,Short sleeve,Loose,1,,,369.00000,,,,299.000,,
2025-02-21,2025,202502,202546,TWN_MOMO,MOMO,,FP,EC-TW,Taiwan,,,MOMO,,0.0000,,MarketPlace,3025421-003,UA Charged Impulse 3,IMPULSE,3025421-003-12,3025421,Footwear,Mens,Running,Performance Sneakers,Technical Performance,Regular,2,,,1963.00000,,,,649.000,,
2025-02-21,2025,202502,202546,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,1386047-112,UA Rival Terry Graphic Hood,,1386047-112-LG,1386047,Apparel,Mens,Sportstyle,Tops,Fleece Tops,Loose,3,,,2133.00000,,,,0.000,,
2025-02-21,2025,202502,202546,DSBH_TWN_1958,Hsinchu Zhubei Far Eastern DS,Retail,FP,BH,Taiwan,,Taiwan,1958,Hsinchu,124.1000,,BH,3027601-104,UA W Project Rock 7-22.5,,3027601-104-8,3027601,Footwear,Womens,Training,Performance Sneakers,Technical Performance,Regular,1,,,3486.00000,,,SS25,1199.000,,Inline
