store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,date_code,division,gender,material,product_name,enduse,silhouette,sub_silhouette,fit_type,key_items,key_stories,product_line,stock,intransit,stock_amt,intransit_amt
DSBH_CHN_0676,Datong Parkson DS,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0676,Datong,195.0000,B,2025-02-28,Apparel,Womens,1326512-570,UA Qualifier Half Zip-PPL,Running,Tops,Long-Sleeves,Fitted,Others,,Inline,-1,0,-599.0000,0.0000
DSBH_CHN_1395,Liaocheng Zhenhua DS,YY-QD,FP,BH,Mainland,YY,Shandong,1395,Liaocheng,190.0000,B,2025-02-28,Apparel,Mens,1316018-391,UA Porter 3-in-1 Jacket-GRN,Outdoor,Outerwear,Jackets,Loose,3-In-1,,Inline,0,0,0.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-28,Apparel,Mens,1289625-035,UA QUALIFIER 2-IN-1 SHORT-GRY,Training,Bottoms,Shorts,Loose,Others,,Inline,15,0,6735.0000,0.0000
DSBH_CHN_1003,"Datong Wanda Plaza SM  ",SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1003,Datong,200.0000,B,2025-02-28,Apparel,Mens,1316018-391,UA Porter 3-in-1 Jacket-GRN,Outdoor,Outerwear,Jackets,Loose,3-In-1,,Inline,-7,0,-11893.0000,0.0000
DSBH_CHN_2242,Dalian Shahekou Sunrise SM BHCC,YY-SY,FP,BH,Mainland,YY,Liaoning,2242,Dalian,230.0000,B,2025-02-28,Apparel,Womens,1326512-570,UA Qualifier Half Zip-PPL,Running,Tops,Long-Sleeves,Fitted,Others,,Inline,0,0,0.0000,0.0000
DSBH_CHN_0676,Datong Parkson DS,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0676,Datong,195.0000,B,2025-02-28,Apparel,Mens,1326597-162,UA OutRun the STORM Pack Jkt,Running,Outerwear,Jackets,Fitted,Qualifier,,Inline,5,0,4245.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-28,Accessories,Mens,1291856-001,MEN'S COOLSWITCH AV CAP 2.0,Training,Headwear,Caps,Regular,Others,,Inline,2,0,558.0000,0.0000
DSBH_CHN_2025,Taiyuan yingze Tongluowan DS BHCC,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,2025,Taiyuan,152.0000,B,2025-02-28,Apparel,Womens,1326512-570,UA Qualifier Half Zip-PPL,Running,Tops,Long-Sleeves,Fitted,Others,,Inline,-1,0,-599.0000,0.0000
DSBH_CHN_1872,Qingdao Jiaozhou Macau Rd. Liqun DS BHCC,YY-QD,FP,BH,Mainland,YY,Shandong,1872,Qingdao,440.0000,A,2025-02-28,Apparel,Mens,1316018-391,UA Porter 3-in-1 Jacket-GRN,Outdoor,Outerwear,Jackets,Loose,3-In-1,,Inline,0,0,0.0000,0.0000
DSBH_CHN_1572,Ulanhot Wanda SM,NMYJYD,FP,BH,Mainland,North,Neimenggu,1572,Ulanhot,145.0000,C,2025-02-28,Footwear,Mens,1298306-008,UA CURRY 4,Basketball,Performance Sneakers,Court Performance,Regular,Others,Curry,Inline,-8,0,-10392.0000,0.0000
DSBH_CHN_2455,Baotou Qingshan Wangfujing DS,NMYJYD,FP,BH,Mainland,North,Neimenggu,2455,Baotou,217.0000,B,2025-02-28,Accessories,Adult Unisex,1275964-040,UA PERFORMANCE SLEEVE,Training,Misc,Sleeves,Regular,Others,,Inline,2,0,298.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-28,Apparel,Womens,1281244-001,COLDGEAR ARMOUR CREW,Training,Tops,Long Sleeve,Fitted,Others,,MFO,3,0,1497.0000,0.0000
DSBH_CHN_0840,Taiyuan Beimei,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0840,Taiyuan,643.0000,AAA,2025-02-28,Apparel,Mens,1326597-162,UA OutRun the STORM Pack Jkt,Running,Outerwear,Jackets,Fitted,Qualifier,,Inline,6,0,5094.0000,0.0000
DSBH_CHN_0840,Taiyuan Beimei,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0840,Taiyuan,643.0000,AAA,2025-02-28,Apparel,Womens,1326512-570,UA Qualifier Half Zip-PPL,Running,Tops,Long-Sleeves,Fitted,Others,,Inline,-4,0,-2396.0000,0.0000
DSBH_CHN_1013,Harbin Daoli Charter II SM,HARBIN SEGO,FP,BH,Mainland,North,Heilongjiang,1013,Harbin,820.0000,VIP,2025-02-28,Footwear,Mens,1298306-008,UA CURRY 4,Basketball,Performance Sneakers,Court Performance,Regular,Others,Curry,Inline,1,0,1299.0000,0.0000
DSBH_CHN_1459,Taiyuan Xiaodian Maoye DS,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1459,Taiyuan,242.0000,B,2025-02-28,Apparel,Mens,1316018-391,UA Porter 3-in-1 Jacket-GRN,Outdoor,Outerwear,Jackets,Loose,3-In-1,,Inline,-9,0,-15291.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-28,Apparel,Mens,1299145-005,THREADBORNE STACKED JOGGER,Training,Bottoms,Fleece Bottoms,Fitted,TB Fleece,,Inline,2,0,1398.0000,0.0000
DSBH_CHN_2087,Botou Kundulun Baobai DS BHCC,NMYJYD,FP,BH,Mainland,North,Neimenggu,2087,Baotou,180.0000,B,2025-02-28,Accessories,Adult Unisex,1275964-040,UA PERFORMANCE SLEEVE,Training,Misc,Sleeves,Regular,Others,,Inline,4,0,596.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-28,Apparel,Mens,1294110-001,UA STORM VORTEX SHORT 2.0,Training,Bottoms,Shorts,Loose,Others,,Inline,1,0,499.0000,0.0000
DSFH_CHN_1581,Ganzhou shanshan Outlet FH,CS YONGLING,FP,FH,Mainland,South,Jiangxi,1581,Ganzhou,350.0000,OL,2025-02-28,Footwear,Mens,1298306-008,UA CURRY 4,Basketball,Performance Sneakers,Court Performance,Regular,Others,Curry,Inline,13,0,16887.0000,0.0000
DSBH_CHN_1248,Taiyuan Wanbolin Dist. Mix Cit,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1248,Taiyuan,250.0000,B,2025-02-28,Footwear,Mens,1298306-008,UA CURRY 4,Basketball,Performance Sneakers,Court Performance,Regular,Others,Curry,Inline,-7,0,-9093.0000,0.0000
DSBH_CHN_1277,Changzhi Wanda SM,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1277,Changzhi,178.0000,B,2025-02-28,Apparel,Mens,1316018-391,UA Porter 3-in-1 Jacket-GRN,Outdoor,Outerwear,Jackets,Loose,3-In-1,,Inline,-4,0,-6796.0000,0.0000
DSBH_CHN_1806R,Binzhou  Huanghe Road Inzone DS Renovation BHCC,YY-QD,FP,BH,Mainland,YY,Shandong,1806,Binzhou,178.0000,B,2025-02-28,Apparel,Mens,1316018-391,UA Porter 3-in-1 Jacket-GRN,Outdoor,Outerwear,Jackets,Loose,3-In-1,,Inline,0,0,0.0000,0.0000
