date_code,year_id,month_id,week_id,store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,sub_channel,material,product_name,key_items,sku,style,division,gender,enduse,silhouette,sub_silhouette,fit_type,qty,lw_qty,lm_qty,amt,lw_amt,lm_amt,season_code,msrp,key_stories,product_line
2025-02-25,2025,202502,202547,DSBH_TWN_0151E,"Taipei Daan Chungxiao SOGO DS  ",Retail,FP,BH,Taiwan,APAC,Taiwan,0151,Taipei,57.9000,C,BH,1375077-001,Motion Jogger,Others,1375077-001-LG,1375077,Apparel,Womens,Training,Bottoms,Pants,Fitted,1,,,1688.00000,,,SS25,499.000,,Inline
2025-02-25,2025,202502,202547,TWN_MOMO,MOMO,,FP,EC-TW,Taiwan,,,MOMO,,0.0000,,MarketPlace,1384028-560,Pjt Rck G Campus Hoodie,,1384028-560-YLG,1384028,Apparel,Girls,Sportstyle,Tops,Fleece Tops,Loose,1,,,1015.00000,,,,0.000,,
2025-02-25,2025,202502,202547,TWN_UA_COM,UA COM,,FP,EC-TW,Taiwan,,,UA COM,,0.0000,,UA.com,3028003-001,UA W Sonic 7,,3028003-001-6,3028003,Footwear,Womens,Running,Performance Sneakers,Technical Performance,Regular,1,,,3132.00000,,,,899.000,,
2025-02-25,2025,202502,202547,TWN_UA_COM,UA COM,,FP,EC-TW,Taiwan,,,UA COM,,0.0000,,UA.com,1382800-025,UA Rush Seamless Legacy Tank,Rush Seamless,1382800-025-SM,1382800,Apparel,Mens,Training,Tops,Sleeveless,Fitted,1,,,1074.00000,,,,549.000,,
2025-02-25,2025,202502,202547,DSBH_TWN_0129,Taichung Xitun Far Eastern Top City DS,Retail,FP,BH,Taiwan,APAC,Taiwan,0129,Taichung,93.8500,C,BH,1386481-251,UA Unstoppable Cargo Pants,,1386481-251-LG,1386481,Apparel,Womens,Sportstyle,Bottoms,Pants,Loose,1,,,2792.00000,,,SS25,899.000,,Inline
2025-02-25,2025,202502,202547,DSFH_TWN_3077,Kaohsiung Skm Park FH,Retail,FP,FH,Taiwan,,Taiwan,3077,Kaohsiung,317.6000,,FH,1382696-263,Armoursport Woven Cargo PANT,,1382696-263-XS,1382696,Apparel,Womens,Sportstyle,Bottoms,Pants,Loose,1,,,1143.00000,,,FW24,0.000,,Inline
2025-02-25,2025,202502,202547,TWN_MOMO,MOMO,,FP,EC-TW,Taiwan,,,MOMO,,0.0000,,MarketPlace,1369221-001,UA Undeniable 5.0 Duffle XS,Others,1369221-001-OSFM,1369221,Accessories,Unisex,Training,Bags,Duffels,One Size Fits Most,1,,,1242.00000,,,,349.000,,
2025-02-25,2025,202502,202547,TWN_YAHOO,YAHOO,,FP,EC-TW,Taiwan,,,YAHOO,,0.0000,,MarketPlace,3027180-500,UA W Charged Verssert 2-PPL,VERSSERT,3027180-500-8,3027180,Footwear,Womens,Running,Performance Sneakers,Visual Cushioning,Regular,1,,,950.00000,,,,649.000,,
2025-02-25,2025,202502,202547,DSBH_TWN_0630R,Kaohsiung IH Chiancheng Dreammall SM - Relocation DS,Retail,FP,BH,Taiwan,APAC,Taiwan,0630,Kaohsiung,283.1000,C,BH,3027600-035,UA Project Rock 7,,3027600-035-9.5,3027600,Footwear,Mens,Training,Performance Sneakers,Technical Performance,Regular,1,,,4580.00000,,,SS25,0.000,,Inline
2025-02-25,2025,202502,202547,TWN_MOMO,MOMO,,FP,EC-TW,Taiwan,,,MOMO,,0.0000,,MarketPlace,1326849-019,UA GL FOUNDATION SS,,1326849-019-MD,1326849,Apparel,Mens,Sportstyle,Tops,Short-Sleeve Graphics,Loose,1,1,,299.00000,299.00000,,,199.000,,
