store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,date_code,division,gender,material,product_name,enduse,silhouette,sub_silhouette,fit_type,key_items,key_stories,product_line,stock,intransit,stock_amt,intransit_amt
DSBH_CHN_2183,Pingdingshan Zhanhe Zhongjun SM BHCC,YY-HN,FP,BH,Mainland,YY,Henan,2183,,179.0000,B,2025-03-02,Accessories,Mens,1276991-100,UA PERFORMANCE WRISTBANDS,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,7,0,413.0000,0.0000
DSFH_CHN_2692,Taizhou Huangyan Outlets FH,YY-ZJ,FP,FH,Mainland,YY,Zhejiang,2692,Taizhou,197.0000,OL,2025-03-02,Accessories,Unisex,1300213-001,UA UNDENIABLE DUFFLE 3.0 MD,Training,Bags,Duffels,One Size Fits All,Others,Others,MFO,6,0,2394.0000,0.0000
DSBH_CHN_2305,Qingdao Laoshan Leader Plaza DS BHCC,YY-QD,FP,BH,Mainland,YY,Shandong,2305,Qingdao,260.0000,B,2025-03-02,Accessories,Unisex,1300213-001,UA UNDENIABLE DUFFLE 3.0 MD,Training,Bags,Duffels,One Size Fits All,Others,Others,MFO,4,0,1596.0000,0.0000
DSBH_CHN_2884,Shenzhen Longhua Hold Land SM BHCC EVO,YY-GD,FP,BH,Mainland,YY,Guangdong,2884,Shenzhen,180.0000,B,2025-03-02,Accessories,Mens,1276991-100,UA PERFORMANCE WRISTBANDS,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,8,0,472.0000,0.0000
UAFH_CHN_1527,Huzhou BCL Outlets FH,Retail,O&O,FH,Mainland,East_Other,Zhejiang,HZBCL,Huzhou,455.6400,,2025-03-02,Accessories,Unisex,1300213-001,UA UNDENIABLE DUFFLE 3.0 MD,Training,Bags,Duffels,One Size Fits All,Others,Others,MFO,7,0,2793.0000,0.0000
DSBH_CHN_0911,Huzhou Zhebei DS,SH Sparkling,FP,BH,Mainland,East,Zhejiang,0911,Huzhou,229.0000,B,2025-03-02,Accessories,Mens,1276991-100,UA PERFORMANCE WRISTBANDS,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,15,0,885.0000,0.0000
DSBH_CHN_1456,Dezhou Decheng Dept. Store DS,YY-QD,FP,BH,Mainland,YY,Shandong,1456,De Zhou,150.0000,B,2025-03-02,Accessories,Mens,1276991-100,UA PERFORMANCE WRISTBANDS,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,11,0,649.0000,0.0000
UABH_CHN_0656R,Wuhan Han Street,Retail,O&O,BH,Mainland,West,Hubei,WHST,Wuhan,890.0000,,2025-03-02,Accessories,Mens,1276991-100,UA PERFORMANCE WRISTBANDS,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,6,0,354.0000,0.0000
DSBH_CHN_0494,Harbin Nangang Yuanda DS,HARBIN SEGO,FP,BH,Mainland,North,Heilongjiang,0494,Harbin,140.0000,C,2025-03-02,Accessories,Mens,1276991-100,UA PERFORMANCE WRISTBANDS,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,6,0,354.0000,0.0000
DSBH_CHN_1679,Shanghai Pudong Babaiban DS,SH Sparkling,FP,BH,Mainland,East,Shanghai,1679,Shanghai,184.0000,B,2025-03-02,Accessories,Mens,1276991-100,UA PERFORMANCE WRISTBANDS,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,10,0,590.0000,0.0000
