store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,date_code,division,gender,material,product_name,enduse,silhouette,sub_silhouette,fit_type,key_items,key_stories,product_line,stock,intransit,stock_amt,intransit_amt
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-23,Apparel,Mens,1298831-001,SPEED TO BURN SS TEE,Running,Tops,Short-Sleeves,Fitted,No Breaks,,Inline,1,0,499.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-23,Accessories,Unisex,1312341-100,UA Heatgear Tech Crew-WHT,Training,Socks,High Socks,Regular,Others,,Inline,9,0,1341.0000,0.0000
DSBH_CHN_0756,Yiwu Zhixin Mall SM,SH Sparkling,FP,BH,Mainland,East,Zhejiang,0756,Yiwu,250.0000,B,2025-02-23,Accessories,Unisex,1312341-100,UA Heatgear Tech Crew-WHT,Training,Socks,High Socks,Regular,Others,,Inline,-1,0,-149.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-23,Apparel,Womens,1275923-001,ARMOUR SEAMLESS (SOLID),Training,Tops,Bras,Fitted,Others,,Inline,1,0,349.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-23,Apparel,Womens,1313285-020,WARP KNIT HIGH IMPACT HEATHER BRA,Training,Bras,Sport Bras,Fitted,Other Bras,,Inline,7,0,3143.0000,0.0000
DSBH_CHN_1248,Taiyuan Wanbolin Dist. Mix Cit,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1248,Taiyuan,250.0000,B,2025-02-23,Apparel,Mens,1326595-420,UA QUALIFIER HALF ZIP-BLU,Running,Tops,Warmup Tops,Fitted,Qualifier,,Inline,5,0,2995.0000,0.0000
DSBH_CHN_0756,Yiwu Zhixin Mall SM,SH Sparkling,FP,BH,Mainland,East,Zhejiang,0756,Yiwu,250.0000,B,2025-02-23,Apparel,Womens,1305482-002,PERPETUAL SHORT SLEEVE,Training,Tops,Short-Sleeves,Fitted,Perpetual,,Inline,0,2,0.0000,998.0000
DSFH_CHN_1523,Jinzhong Tianmei Shanshan Outl,SHANXI MAXSPORT,FP,FH,Mainland,North,Shanxi,1523,Taiyuan,151.0000,OL,2025-02-23,Apparel,Mens,1309651-003,WOVEN GRAPHIC SHORT,Training,Bottoms,Shorts,Loose,Others,,Inline,-9,0,-2691.0000,0.0000
DSFH_CHN_1522,Taiyuan Yingze Wangfujing Outl,SHANXI MAXSPORT,FP,FH,Mainland,North,Shanxi,1522,Taiyuan,173.0000,OL,2025-02-23,Apparel,Mens,1309651-003,WOVEN GRAPHIC SHORT,Training,Bottoms,Shorts,Loose,Others,,Inline,-16,0,-4784.0000,0.0000
DSBH_CHN_0756,Yiwu Zhixin Mall SM,SH Sparkling,FP,BH,Mainland,East,Zhejiang,0756,Yiwu,250.0000,B,2025-02-23,Apparel,Mens,1327252-001,MK1 LS GRAPHIC,Training,Tops,Long-Sleeves,Fitted,Others,,Inline,1,0,329.0000,0.0000
DSBH_CHN_1395,Liaocheng Zhenhua DS,YY-QD,FP,BH,Mainland,YY,Shandong,1395,Liaocheng,190.0000,B,2025-02-23,Apparel,Mens,1326595-420,UA QUALIFIER HALF ZIP-BLU,Running,Tops,Warmup Tops,Fitted,Qualifier,,Inline,0,0,0.0000,0.0000
DSFH_CHN_1522,Taiyuan Yingze Wangfujing Outl,SHANXI MAXSPORT,FP,FH,Mainland,North,Shanxi,1522,Taiyuan,173.0000,OL,2025-02-23,Apparel,Womens,1271517-001,Threadborne Streaker SS-BLK,Running,Tops,Short-Sleeves,Fitted,Others,,Inline,-1,0,-279.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-23,Apparel,Mens,1289596-001,UA THREADBORNE SEAMLESS SS,Training,Tops,Short-Sleeve Shirt,Fitted,Others,,Inline,7,0,2443.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-23,Footwear,Mens,1285680-076,UA SPEEDFORM VELOCITI,Running,Sneakers,Low,Regular,Others,,Inline,1,0,999.0000,0.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-23,Apparel,Womens,1285637-001,UA HG ARMOUR SS,Training,Tops,Short-Sleeves,Fitted,Others,,Inline,7,0,1953.0000,0.0000
DSBH_CHN_0756,Yiwu Zhixin Mall SM,SH Sparkling,FP,BH,Mainland,East,Zhejiang,0756,Yiwu,250.0000,B,2025-02-23,Apparel,Mens,1326579-001,UA STREAKER 2.0 SHORTSLEEVE,Running,Tops,Short-Sleeves,Fitted,Others,,Inline,2,0,598.0000,0.0000
DSBH_CHN_0756,Yiwu Zhixin Mall SM,SH Sparkling,FP,BH,Mainland,East,Zhejiang,0756,Yiwu,250.0000,B,2025-02-23,Apparel,Womens,1305482-019,Perpetual Short Sleeve,Training,Tops,Short-Sleeves,Fitted,Perpetual,,Inline,0,2,0.0000,998.0000
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-23,Apparel,Mens,1317393-002,UA PERIMETER11IN SHORT,Basketball,Bottoms,Shorts,Loose,Others,,Inline,-1,0,-299.0000,0.0000
DSBH_CHN_0618,Taiyuan Meisha International S,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0618,Taiyuan,240.0000,B,2025-02-23,Apparel,Womens,1351914-001,Recover Woven Pants,Sportstyle,Bottoms,Pants,Loose,Rush Woven,,Inline,-1,0,-749.0000,0.0000
DSBH_CHN_1572,Ulanhot Wanda SM,NMYJYD,FP,BH,Mainland,North,Neimenggu,1572,Ulanhot,145.0000,C,2025-02-23,Apparel,Womens,1313285-020,WARP KNIT HIGH IMPACT HEATHER BRA,Training,Bras,Sport Bras,Fitted,Other Bras,,Inline,1,0,449.0000,0.0000
DSBH_CHN_1003,"Datong Wanda Plaza SM  ",SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1003,Datong,200.0000,B,2025-02-23,Apparel,Mens,1350173-420,UA OutRun the STORM Jacket,Running,Outerwear,Jackets,Fitted,Qualifier,,Inline,1,0,849.0000,0.0000
UAFH_CHN_0976R,Beijing Saite Outlet FH,Retail,O&O,FH,Mainland,North,Beijing,0976,Beijing,335.0000,,2025-02-23,Apparel,Mens,1327040-044,UA Playoff 2.0 1/4 Zip-3XL,Golf,Tops,Warmup Tops,Loose,,,MFO,22,1,13178.0000,599.0000
DSFH_CHN_2465,Taiyuan Jinyuan Changfeng Guomao City outlet,SHANXI MAXSPORT,FP,FH,Mainland,North,Shanxi,2465,Taiyuan,193.0000,OL,2025-02-23,Apparel,Mens,1351667-001,UA Stretch-Woven Shorts,Training,Bottoms,Shorts,Fitted,Others,,Inline,-1,0,-599.0000,0.0000
DSBH_CHN_0677,Shijiazhuang Beiguo DS,HEBEI LICHI,FP,BH,Mainland,North,Hebei,0677,Shijiazhuang,200.0000,B,2025-02-23,Apparel,Mens,1343242-001,Packaged Base 4.0 1/4 Zip-BLK,Outdoor,Tops,Long-Sleeves,Fitted,Others,Others,Inline,4,0,2796.0000,0.0000
