store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,date_code,division,gender,material,product_name,enduse,silhouette,sub_silhouette,fit_type,key_items,key_stories,product_line,stock,intransit,stock_amt,intransit_amt
DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,2025-02-27,Apparel,Mens,1296781-001,UA COOLSWITCH RUN S/S V2,Running,Tops,Short-Sleeve Shirt,Fitted,Others,,MFO,-1,0,-399.0000,0.0000
DSBH_CHN_0756,Yiwu Zhixin Mall SM,SH Sparkling,FP,BH,Mainland,East,Zhejiang,0756,Yiwu,250.0000,B,2025-02-27,Accessories,Womens,1311044-819,HEATHER MINI HEADBAND (6PK),Training,Bands,Headbands,One Size Fits All,Others,,Inline,0,3,0.0000,387.0000
DSFH_CHN_1466,Fuzhou Tianze Outlet FH,XIAMEN BLOSSOM,FP,FH,Mainland,South,Fujian,1466,Fuzhou,366.0000,OL,2025-02-27,Apparel,Mens,1300663-411,UA Porter 3-in-1-BLU,Outdoor,Outerwear,Jackets,Loose,Others,,MFO,7,0,11893.0000,0.0000
DSBH_CHN_0416,Anshan Tiedong New Mart DS,HARBIN SEGO,FP,BH,Mainland,North,Liaoning,0416,Anshan,150.0000,B,2025-02-27,Accessories,Womens,1286016-716,UA Mini Headbands (6pk),Training,Bands,Headbands,One Size Fits All,0,,Inline,1,0,99.0000,0.0000
DSBH_CHN_0840,Taiyuan Beimei,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0840,Taiyuan,643.0000,AAA,2025-02-27,Accessories,Mens,1318940-860,UA 495 BB,Basketball,Misc,Novelty,Regular,Others,,Licensed,2,0,558.0000,0.0000
DSFH_CHN_1522,Taiyuan Yingze Wangfujing Outl,SHANXI MAXSPORT,FP,FH,Mainland,North,Shanxi,1522,Taiyuan,173.0000,OL,2025-02-27,Apparel,Mens,1289577-001,HG ARMOUR 2.0 LEGGING,Training,Bottoms,Leggings,Compression,Others,Others,MFO,-101,0,-35249.0000,0.0000
DSBH_CHN_2420,Jinzhong Jiexiu Dingshang Plaza DS BHCC,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,2420,Jinzhong,160.0000,B,2025-02-27,Apparel,Mens,1289577-001,HG ARMOUR 2.0 LEGGING,Training,Bottoms,Leggings,Compression,Others,Others,MFO,-5,0,-1745.0000,0.0000
DSFH_CHN_1523,Jinzhong Tianmei Shanshan Outl,SHANXI MAXSPORT,FP,FH,Mainland,North,Shanxi,1523,Taiyuan,151.0000,OL,2025-02-27,Accessories,Unisex,1240539-400,UA Ozsee Sackpack-BLU,Training,Bags,Sackpacks,One Size Fits All,Others,,Inline,-18,0,-2682.0000,0.0000
DSBH_CHN_2025,Taiyuan yingze Tongluowan DS BHCC,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,2025,Taiyuan,152.0000,B,2025-02-27,Apparel,Mens,1289577-001,HG ARMOUR 2.0 LEGGING,Training,Bottoms,Leggings,Compression,Others,Others,MFO,-20,0,-6980.0000,0.0000
DSFH_CHN_1523,Jinzhong Tianmei Shanshan Outl,SHANXI MAXSPORT,FP,FH,Mainland,North,Shanxi,1523,Taiyuan,151.0000,OL,2025-02-27,Apparel,Womens,1320320-001,Armour Fly Fast Capri-BLK,Running,Bottoms,Warmup bottoms,Compression,Others,,Inline,-21,0,-9429.0000,0.0000
