date_code,year_id,month_id,week_id,store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,sub_channel,material,product_name,key_items,sku,style,division,gender,enduse,silhouette,sub_silhouette,fit_type,qty,lw_qty,lm_qty,amt,lw_amt,lm_amt,season_code,msrp,key_stories,product_line
2025-02-20,2025,202502,202546,UAFH_CHN_1923,BEIJING YANSHA OUTLETS,Retail,O&O,FH,Mainland,North,Beijing,BJYS,Beijing,230.0000,,FH,1386556-390,UA Vibe Woven Pant-GRN,Others,1386556-390-LG,1386556,Apparel,Mens,Sportstyle,Bottoms,Pants,Fitted,1,,,479.00000,,,SS25,599.000,,Inline
2025-02-20,2025,202502,202546,586764,EC-TMALL Outlet,EC,EC,EC-CN,Mainland,,,EC-TMALL Outlet,,0.0000,,MarketPlace,1380883-001,UA High Rise 1pk OTC-BLK,Others,1380883-001-XL,1380883,Accessories,Unisex,Training,Socks,High Socks,Regular,0,1,,0.00000,45.24000,,FW23,149.000,Others,Inline
2025-02-20,2025,202502,202546,DSBH_CHN_LCSG,Ulee licensing store,Ulee,FP,BH,Mainland,Youth,Zhejiang,LCSG,Hangzhou,0.0000,,BH,244105170-U0101,轻薄羽绒马甲,,244105170-U0101-L,244105170,服装,中性,马甲,轻薄羽绒马甲,,,1,0,6,179.00000,-10.28000,1126.06000,,499.000,,
2025-02-20,2025,202502,202546,UABH_CHN_1687,"Shanghai Cappital Luone ",Retail,O&O,BH,Mainland,East_SH,Shanghai,SHLUONE,Shanghai,547.0000,,BH,3027212-201,UA Fat Tire Venture Pro-BRN,VENTURE PRO,3027212-201-4.5/6,3027212,Footwear,Adult Unisex,Lifestyle,Performance Sneakers,Visual Cushioning,Regular,1,,,549.50000,,,FW24,1099.000,,Inline
2025-02-20,2025,202502,202546,DSBH_CHN_EC29,爱库存-安德玛童装佑旅旗舰店,Ulee,FP,,Mainland,East,Zhejiang,EC29,Hangzhou,0.0000,,Others,3026637-101,UA GS ZONE BB 2-WHT,,3026637-101-6.5,3026637,Footwear,Unisex,Basketball,Performance Sneakers,Court Performance,Regular,1,,,139.00000,,,SS24,549.000,,
2025-02-20,2025,202502,202546,DSBH_CHN_1622,Kunming VC Park SM,KMYDRC,FP,BH,Mainland,South,Yunnan,1622,Kunming,314.0000,A,BH,1371021-270,Meridian Jogger-BRN,Meridian,1371021-270-MD,1371021,Apparel,Womens,Training,Bottoms,Pants,Fitted,1,,,584.00000,,,SS22,649.000,,Inline
2025-02-20,2025,202502,202546,UAFH_CHN_2315,Xi'an Baqiao Sasseur Outlets,Retail,O&O,FH,Mainland,West,Shan'xi,2315,Xi'an,264.0000,,FH,1365662-014,UA QUALIFIER HALF ZIP-3XL,,1365662-014-LG,1365662,Apparel,Mens,Running,Tops,Warmup Tops,Fitted,1,,,458.99983,,,SS25,599.000,,MFO
2025-02-20,2025,202502,202546,DSBH_CHN_TMP1,Sparkling Office Store,SH Sparkling,FP,BH,Mainland,East,Jiangsu,TMP1,Suzhou,0.0000,,BH,1383668-203,UA Rush Vent SS-BRN,Rush HG,1383668-203-MD,1383668,Apparel,Mens,Training,Tops,Short-Sleeves,Fitted,2,,,492.00000,,,SS24,449.000,,Inline
2025-02-20,2025,202502,202546,DSBH_CHN_LCSG,Ulee licensing store,Ulee,FP,BH,Mainland,Youth,Zhejiang,LCSG,Hangzhou,0.0000,,BH,223110218-U0081,圆领短袖T恤,,223110218-U0081-6,223110218,服装,男,T恤,圆领短袖T恤,,,-6,,,-341.64000,,,,219.000,,
2025-02-20,2025,202502,202546,UAFH_CHN_1494,Changchun Saite Outlet,Retail,O&O,FH,Mainland,North,Jilin,CCST,Changchun,310.0000,,FH,1377486-002,UA LAUNCH STORM PRO JACKET-BLK,Others,1377486-002-XL,1377486,Apparel,Mens,Running,Outerwear,Jackets,Fitted,2,,1,1078.80000,,529.11000,SS24,899.000,,MFO
