date_code,year_id,month_id,week_id,store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,sub_channel,material,product_name,key_items,sku,style,division,gender,enduse,silhouette,sub_silhouette,fit_type,qty,lw_qty,lm_qty,amt,lw_amt,lm_amt,season_code,msrp,key_stories,product_line
2025-02-28,2025,202502,202547,DSFH_TWN_0399,New Taipei Linkou Mitsui FH,Retail,FP,FH,Taiwan,APAC,Taiwan,0399,Taipei,218.9000,C,FH,3027756-001,UA Infinite Pro Armour U,,3027756-001-10,3027756,Footwear,Mens,Running,Performance Sneakers,Technical Performance,Regular,1,,1,2702.00000,,4680.00000,FW24,0.000,,Inline
2025-02-28,2025,202502,202547,DSBH_TWN_0735,Kaohsiung Juejiang Feng Shan SF,Retail,FP,BH,Taiwan,APAC,Taiwan,0735,Kaohsiung,284.4000,C,BH,1386313-035,Unisex UA TC 3pk No Show,Others,1386313-035-MD,1386313,Accessories,Adult Unisex,Training,Socks,Low Socks,Regular,1,,,490.00000,,,SS25,129.000,,Inline
2025-02-28,2025,202502,202547,DSFH_TWN_0399,New Taipei Linkou Mitsui FH,Retail,FP,FH,Taiwan,APAC,Taiwan,0399,Taipei,218.9000,C,FH,1384200-203,UA Pjt Rck Bal Cap Sleeve T,Project Rock,1384200-203-SM,1384200,Apparel,Mens,Sportstyle,Tops,Short-Sleeves,Loose,1,,,936.00000,,,SS24,349.000,,Inline
2025-02-28,2025,202502,202547,DSFH_TWN_1324,Taichung Wuchi Mitsui FH,Retail,FP,FH,Taiwan,APAC,Taiwan,1324,Taichung,380.7000,C,FH,1387573-114,UA Zone Woven Prntd Jacket,,1387573-114-LG,1387573,Apparel,Mens,Basketball,Tops,Warmup Tops,Loose,1,,,1434.00000,,,FW24,0.000,,Inline
2025-02-28,2025,202502,202547,DSBH_TWN_1078,Haulien Chungcheng SF,Retail,FP,BH,Taiwan,APAC,Taiwan,1078,Hualien,228.6000,C,BH,1382805-263,UA Meridian Pocket SS,Meridian Top,1382805-263-LG,1382805,Apparel,Mens,Training,Tops,Short-Sleeves,Loose,1,,,1717.00000,,,FW24,549.000,,Inline
2025-02-28,2025,202502,202547,DSBH_TWN_0241,Taipei Datong Q Square DS,Retail,FP,BH,Taiwan,APAC,Taiwan,0241,Taipei,121.0000,C,BH,1383882-035,M UA Perf Tech 3in,,1383882-035-XL,1383882,Apparel,Mens,Training,Underwear,Underwear Bottoms,Fitted,1,,,1680.00000,,,SS25,399.000,,Licensed (Non-Uniform)
2025-02-28,2025,202502,202547,DSFH_TWN_0975," Taichung Beitun Chongde FH",Retail,FP,FH,Taiwan,APAC,Taiwan,0975,Taichung,510.0000,C,FH,1379755-410,UA Rival Fleece Crew,Others,1379755-410-LG,1379755,Apparel,Mens,Sportstyle,Tops,Fleece Tops,Loose,1,,,968.00000,,,FW24,449.000,,Inline
2025-02-28,2025,202502,202547,DSBH_TWN_0917,Keelung ESquare SM,Retail,FP,BH,Taiwan,APAC,Taiwan,0917,Keelung,260.6000,C,BH,1386311-100,Unisex UA TC 3pk Crew,Others,1386311-100-MD,1386311,Accessories,Adult Unisex,Training,Socks,High Socks,Regular,1,,,780.00000,,,SS25,129.000,,Inline
2025-02-28,2025,202502,202547,DSFH_TWN_0637,Taoyuan Chungli Gloria FH,Retail,FP,FH,Taiwan,APAC,Taiwan,0637,Taoyuan,370.9000,C,FH,1361569-001,UA Braided Golf Belt,Others,1361569-001-30,1361569,Accessories,Mens,Golf,Belts,Belt,Adjustable,1,,,640.00000,,,FW23,349.000,Others,Inline
2025-02-28,2025,202502,202547,DSBH_TWN_1756,Xin Yi Uni Present DS,Retail,FP,BH,Taiwan,APAC,Taiwan,1756,Taipei,134.0000,C,BH,1389868-001,Vanish Elite Vent SS,,1389868-001-MD,1389868,Apparel,Womens,Training,Tops,Short-Sleeves,Loose,1,,,1386.00000,,,SS25,499.000,,Inline
2025-02-28,2025,202502,202547,DSFH_TWN_1324,Taichung Wuchi Mitsui FH,Retail,FP,FH,Taiwan,APAC,Taiwan,1324,Taichung,380.7000,C,FH,1386317-001,Unisex UA TC 6pk No Show,,1386317-001-LG,1386317,Accessories,Adult Unisex,Training,Socks,Low Socks,Regular,1,,4,980.00000,,3627.00000,SS25,199.000,,Inline
2025-02-28,2025,202502,202547,DSFH_TWN_1324,Taichung Wuchi Mitsui FH,Retail,FP,FH,Taiwan,APAC,Taiwan,1324,Taichung,380.7000,C,FH,1386317-001,Unisex UA TC 6pk No Show,,1386317-001-LG,1386317,Accessories,Adult Unisex,Training,Socks,Low Socks,Regular,1,,1,980.00000,,882.00000,SS25,199.000,,Inline
2025-02-28,2025,202502,202547,DSBH_TWN_1016,Tainan City T.S. Mall DS,Retail,FP,BH,Taiwan,APAC,Taiwan,1016,Tainan,164.3000,C,BH,1386717-251,Enduro Elite Cargo Pant,,1386717-251-30/32,1386717,Apparel,Mens,Military/Tactical,Bottoms,Pants,Loose,1,,,2410.00000,,,SS25,0.000,,Inline
2025-02-28,2025,202502,202547,DSBH_TWN_1801,"Kaohsiung  Mall E Sky Land DS ",Retail,FP,BH,Taiwan,APAC,Taiwan,1801,Kaohsiung,136.1000,C,BH,3027585-104,UA Velociti 4 SE-GRY,,3027585-104-11,3027585,Footwear,Mens,Running,Performance Sneakers,Technical Performance,Regular,1,,,3187.00000,,,FW24,0.000,,Inline
2025-02-28,2025,202502,202547,DSBH_TWN_0142,Taipei Daan Chungxiao SF,Retail,FP,BH,Taiwan,APAC,Taiwan,0142,Taipei,191.0000,C,BH,1378673-100,UA Playoff 3.0 Polo-WHT,Golf Polo-Playoff,1378673-100-MD,1378673,Apparel,Mens,Golf,Tops,Short-Sleeve Polos,Loose,3,,,5667.00000,,,SS25,599.000,,Inline
2025-02-28,2025,202502,202547,DSFH_TWN_0975," Taichung Beitun Chongde FH",Retail,FP,FH,Taiwan,APAC,Taiwan,0975,Taichung,510.0000,C,FH,3027560-002,UA Velociti Pro,VELOCITI PRO,3027560-002-10.5/12,3027560,Footwear,Adult Unisex,Running,Performance Sneakers,Technical Performance,Regular,1,,,2072.00000,,,FW24,1299.000,,Inline
2025-02-28,2025,202502,202547,DSFH_TWN_1014,Kaohsiung Nanzi FH,Retail,FP,FH,Taiwan,APAC,Taiwan,1014,Kaohsiung,755.5000,C,FH,1300213-001,UA UNDENIABLE DUFFLE 3.0 MD,Others,1300213-001-OSFA,1300213,Accessories,Unisex,Training,Bags,Duffels,One Size Fits All,1,,1,921.00000,,1295.00000,FW24,399.000,,MFO
2025-02-28,2025,202502,202547,DSFH_TWN_0975," Taichung Beitun Chongde FH",Retail,FP,FH,Taiwan,APAC,Taiwan,0975,Taichung,510.0000,C,FH,1379632-631,Rival Fleece Lock-up Hoodie-LG,,1379632-631-XS,1379632,Apparel,Womens,Training,Tops,Fleece Tops,Loose,1,,,562.00000,,,FW23,55.000,Others,MFO
2025-02-28,2025,202502,202547,DSFH_TWN_0399,New Taipei Linkou Mitsui FH,Retail,FP,FH,Taiwan,APAC,Taiwan,0399,Taipei,218.9000,C,FH,1355915-570,Meridian Crop,,1355915-570-XS,1355915,Apparel,Womens,Training,Bottoms,Warmup bottoms,Fitted,1,,,450.00000,,,SS22,0.000,,Inline
2025-02-28,2025,202502,202547,DSFH_TWN_0637,Taoyuan Chungli Gloria FH,Retail,FP,FH,Taiwan,APAC,Taiwan,0637,Taoyuan,370.9000,C,FH,1362289-408,UA Elevated Woven 2.0 Shorts,Others,1362289-408-MD,1362289,Apparel,Mens,Training,Bottoms,Shorts,Fitted,1,,,598.00000,,,FW23,399.000,Others,MFO
2025-02-28,2025,202502,202547,DSFH_TWN_0975," Taichung Beitun Chongde FH",Retail,FP,FH,Taiwan,APAC,Taiwan,0975,Taichung,510.0000,C,FH,1383224-273,UA Pjt Rck Eagle Graphic SS-BRN,Project Rock,1383224-273-MD,1383224,Apparel,Mens,Sportstyle,Tops,Short-Sleeves,Loose,1,1,,560.00000,652.00000,,SS24,399.000,,Inline
