store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,date_code,division,gender,material,product_name,enduse,silhouette,sub_silhouette,fit_type,key_items,key_stories,product_line,stock,intransit,stock_amt,intransit_amt
DSBH_CHN_0662,"Shanxi Taiyuan Huayu Baihuagu ",SHANXI MAXSPORT,FP,BH,Mainland,North,Shaanxi,0662,Taiyuan,350.0000,A,2025-02-12,Apparel,Womens,1319023-001,OutRun The Storm SP Pant,Running,Bottoms,Warmup Bottoms,Fitted,Storm,,Inline,-5,0,-3745.0000,0.0000
DSBH_CHN_2402,Lvliang Lishi Jiarun Plaza DS BHCC,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,2402,Lvliang,112.0000,C,2025-02-12,Apparel,Womens,1319023-001,OutRun The Storm SP Pant,Running,Bottoms,Warmup Bottoms,Fitted,Storm,,Inline,-11,0,-8239.0000,0.0000
UAFH_CHN_1490R,Wuhan Bailian Outlets FH,Retail,O&O,FH,Mainland,West,Hubei,1490,Wuhan,482.0000,,2025-02-12,Accessories,Adult Unisex,1218006-001,UA 6'' PERFORMANCE WRISTBAND,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,25,0,2225.0000,0.0000
UAFH_CHN_2426,Shijiazhuang zhengding Sasseur Outlets,Retail,O&O,FH,Mainland,North,Hebei,2426,Shijiazhuang,325.0000,,2025-02-12,Accessories,Adult Unisex,1218006-001,UA 6'' PERFORMANCE WRISTBAND,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,4,0,356.0000,0.0000
UAFH_CHN_1843,"Guangzhou Olympic Teemall DS FH ",Retail,O&O,FH,Mainland,South,Guangdong,GZAT,Guangzhou,245.0000,,2025-02-12,Accessories,Adult Unisex,1218006-001,UA 6'' PERFORMANCE WRISTBAND,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,15,0,1335.0000,0.0000
DSBH_CHN_1003,"Datong Wanda Plaza SM  ",SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1003,Datong,200.0000,B,2025-02-12,Apparel,Womens,1319023-001,OutRun The Storm SP Pant,Running,Bottoms,Warmup Bottoms,Fitted,Storm,,Inline,-6,0,-4494.0000,0.0000
UAFH_CHN_2307,Xiamen BCL Outlets,Retail,O&O,FH,Mainland,South,Fujian,2307,Xiamen,324.0000,,2025-02-12,Accessories,Adult Unisex,1218006-001,UA 6'' PERFORMANCE WRISTBAND,Training,Bands,Wristbands,One Size Fits All,Others,Others,Inline,11,0,979.0000,0.0000
DSFH_CHN_1522,Taiyuan Yingze Wangfujing Outl,SHANXI MAXSPORT,FP,FH,Mainland,North,Shanxi,1522,Taiyuan,173.0000,OL,2025-02-12,Apparel,Mens,1328689-001,Vanish Seamless SS Novelty-BLK,Training,Tops,Short-Sleeves,Fitted,VANISH,,Inline,-11,0,-3839.0000,0.0000
DSBH_CHN_0840,Taiyuan Beimei,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0840,Taiyuan,643.0000,AAA,2025-02-12,Apparel,Womens,1307200-403,Armour Mid Crossback Bra-BLU,Training,Bras,Sport Bras,Compression,Crossback,,Inline,-1,0,-299.0000,0.0000
DSFH_CHN_1523,Jinzhong Tianmei Shanshan Outl,SHANXI MAXSPORT,FP,FH,Mainland,North,Shanxi,1523,Taiyuan,151.0000,OL,2025-02-12,Apparel,Mens,1309828-002,Threadborne Vanish Pant-BLK,Training,Bottoms,Warmup Bottoms,Fitted,Others,,MFO,-97,0,-67803.0000,0.0000
DSBH_CHN_0401R,Taiyuan Qinxian North Wangfuji,SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,0401,Taiyuan,308.0000,A,2025-02-12,Apparel,Mens,1328689-001,Vanish Seamless SS Novelty-BLK,Training,Tops,Short-Sleeves,Fitted,VANISH,,Inline,-1,0,-349.0000,0.0000
DSBH_CHN_1178,"Yuncheng Yanhu Dist. Dongxing ",SHANXI MAXSPORT,FP,BH,Mainland,North,Shanxi,1178,Yuncheng,200.0000,B,2025-02-12,Apparel,Mens,1309828-002,Threadborne Vanish Pant-BLK,Training,Bottoms,Warmup Bottoms,Fitted,Others,,MFO,-2,0,-1398.0000,0.0000
DSBH_CHN_0756,Yiwu Zhixin Mall SM,SH Sparkling,FP,BH,Mainland,East,Zhejiang,0756,Yiwu,250.0000,B,2025-02-12,Apparel,Mens,1304127-001,UA CAGE SHORT,Training,Bottoms,Shorts,Fitted,Others,,Inline,0,10,0.0000,3990.0000
